# time, MeanKE, MeanKEDR, MeanP, MeanFKEDR
3.33362606E+00 1.22569919244728209E-01 1.33235505183800624E-03 3.03162725162374851E-02 1.28935705371422044E-03
3.34171813E+00 1.22558887244729992E-01 1.33822892857506483E-03 3.07750357696859982E-02 1.29465953249399885E-03
3.34981523E+00 1.22547797969010969E-01 1.34414651774107099E-03 3.12295349899127973E-02 1.29999522554314468E-03
3.35791748E+00 1.22536650797523280E-01 1.35010856824949090E-03 3.16797224192583715E-02 1.30536454042408617E-03
3.36602501E+00 1.22525445100668373E-01 1.35611584763219747E-03 3.21255503206765158E-02 1.31076789011162027E-03
3.37413791E+00 1.22514180239143622E-01 1.36216914244009519E-03 3.25669709755342651E-02 1.31620569297013069E-03
3.38225632E+00 1.22502855563707380E-01 1.36826925864561326E-03 3.30039366650678387E-02 1.32167837272560034E-03
3.39038033E+00 1.22491470414966483E-01 1.37441702204206127E-03 3.34363996619274698E-02 1.32718635843211467E-03
3.39850970E+00 1.22480024650490918E-01 1.38061299298389934E-03 3.38642925215850155E-02 1.33272982903978859E-03
3.40664442E+00 1.22468517772952618E-01 1.38685793658487196E-03 3.42875617982848213E-02 1.33830913462202922E-03
3.41478459E+00 1.22456949097085460E-01 1.39315273421470242E-03 3.47061608098895580E-02 1.34392471595899893E-03
3.42293034E+00 1.22445317926589387E-01 1.39949828841722705E-03 3.51200427687344691E-02 1.34957701890153379E-03
3.43108178E+00 1.22433623553837620E-01 1.40589552329248952E-03 3.55291608143783813E-02 1.35526649432115404E-03
3.43923903E+00 1.22421865259724899E-01 1.41234538486453430E-03 3.59334680197081688E-02 1.36099359805262566E-03
3.44740221E+00 1.22410042313336270E-01 1.41884884143776940E-03 3.63329173691981783E-02 1.36675879082860533E-03
3.45557141E+00 1.22398153971738768E-01 1.42540688394417951E-03 3.67274617556936009E-02 1.37256253821258227E-03
3.46374671E+00 1.22386199573100457E-01 1.43202047453114788E-03 3.71170509196988782E-02 1.37840526485453877E-03
3.47192777E+00 1.22374178996195876E-01 1.43869029083723262E-03 3.75016170248024042E-02 1.38428712924303543E-03
3.48011472E+00 1.22362091466422115E-01 1.44541738657923591E-03 3.78811138901030478E-02 1.39020860683557374E-03
3.48830765E+00 1.22349936196048711E-01 1.45220283906882732E-03 3.82554950938840885E-02 1.39617017752887589E-03
3.49650670E+00 1.22337712383946279E-01 1.45904774949494722E-03 3.86247140108111273E-02 1.40217232559895549E-03
3.50471198E+00 1.22325419215300740E-01 1.46595324317207523E-03 3.89887238471149783E-02 1.40821553963116331E-03
3.51292360E+00 1.22313055861345943E-01 1.47292046976434956E-03 3.93474776293771256E-02 1.41430031244652683E-03
3.52114168E+00 1.22300621479058791E-01 1.47995060348397032E-03 3.97009281910417552E-02 1.42042714103009422E-03
3.52936633E+00 1.22288115210827997E-01 1.48704484326454573E-03 4.00490281573865833E-02 1.42659652646199208E-03
3.53759740E+00 1.22275536597134832E-01 1.49420417761605127E-03 4.03917186686577542E-02 1.43280876991778994E-03
3.54583476E+00 1.22262885114315045E-01 1.50142964483450858E-03 4.07289430106010514E-02 1.43906419985974452E-03
3.55407853E+00 1.22250159865661262E-01 1.50872251043309021E-03 4.10606544249770972E-02 1.44536332483078474E-03
3.56232883E+00 1.22237359938687784E-01 1.51608406471570915E-03 4.13868058033776687E-02 1.45170665714168317E-03
3.57058577E+00 1.22224484404852896E-01 1.52351562280327144E-03 4.17073497324506604E-02 1.45809471284483096E-03
3.57884947E+00 1.22211532319254440E-01 1.53101852461287559E-03 4.20222385093156417E-02 1.46452801170801204E-03
3.58712003E+00 1.22198502720368585E-01 1.53859413479560860E-03 4.23314241265894189E-02 1.47100707719640777E-03
3.59539758E+00 1.22185394629652472E-01 1.54624384263169368E-03 4.26348582613335914E-02 1.47753243646473950E-03
3.60368223E+00 1.22172207051295070E-01 1.55396906188444775E-03 4.29324922572901918E-02 1.48410462036071850E-03
3.61197361E+00 1.22158939746590922E-01 1.56177077448631674E-03 4.32242600310386096E-02 1.49072377700245175E-03
3.62027180E+00 1.22145591725626071E-01 1.56965041288301436E-03 4.35101128659693900E-02 1.49739042290037848E-03
3.62857692E+00 1.22132161945904191E-01 1.57760945301758005E-03 4.37900023536539548E-02 1.50410509538292632E-03
3.63688910E+00 1.22118649346538002E-01 1.58564939388107528E-03 4.40638796183330725E-02 1.51086833553633836E-03
3.64520618E+00 1.22105056542727755E-01 1.59376954714882287E-03 4.43316223633194936E-02 1.51767883757653326E-03
3.65351746E+00 1.22091400344365664E-01 1.60196067503989240E-03 4.45928444218631689E-02 1.52452816580373211E-03
3.66182008E+00 1.22077684900003758E-01 1.61022101168363735E-03 4.48474393375797795E-02 1.53141420141647859E-03
3.67011441E+00 1.22063909087418931E-01 1.61855193391178599E-03 4.50954045662980557E-02 1.53833745738218559E-03
3.67840088E+00 1.22050071659950132E-01 1.62695489591130468E-03 4.53367359070649678E-02 1.54529850352305188E-03
3.68667990E+00 1.22036171365833931E-01 1.63543135824266374E-03 4.55714272648814755E-02 1.55229790783983392E-03
3.69495188E+00 1.22022206947934059E-01 1.64398278764098932E-03 4.57994712072169949E-02 1.55933623715357925E-03
3.70321722E+00 1.22008177143073090E-01 1.65261065667078686E-03 4.60208590041516277E-02 1.56641405766935792E-03
3.71147631E+00 1.21994080681405215E-01 1.66131644330258076E-03 4.62355806543610914E-02 1.57353193552327558E-03
3.71972951E+00 1.21979916285743464E-01 1.67010163043767429E-03 4.64436249108102425E-02 1.58069043733295982E-03
3.72797721E+00 1.21965682670833520E-01 1.67896770538562335E-03 4.66449792975329319E-02 1.58789013075538222E-03
3.73621975E+00 1.21951378542700245E-01 1.68791615929986803E-03 4.68396301337094950E-02 1.59513158505686587E-03
3.74445556E+00 1.21937005986715891E-01 1.69694635462762020E-03 4.70275179328989296E-02 1.60241365555515228E-03
3.75268398E+00 1.21922565516739939E-01 1.70605860700278190E-03 4.72086098870392393E-02 1.60973598716853089E-03
3.76090540E+00 1.21908055810517627E-01 1.71525437196324800E-03 4.73828978109711862E-02 1.61709915145620163E-03
3.76912021E+00 1.21893475539577814E-01 1.72453510196902884E-03 4.75503715489816875E-02 1.62450372128472554E-03
3.77732876E+00 1.21878823369071881E-01 1.73390224576966986E-03 4.77110194740348742E-02 1.63195027154803716E-03
3.78553142E+00 1.21864097957322282E-01 1.74335724764477259E-03 4.78648286817505500E-02 1.63943937981531952E-03
3.79372856E+00 1.21849297955334307E-01 1.75290154658101663E-03 4.80117850077063021E-02 1.64697162695829811E-03
3.80192051E+00 1.21834422006241866E-01 1.76253657540558092E-03 4.81518730421269386E-02 1.65454759776963905E-03
3.81010761E+00 1.21819468744840842E-01 1.77226375988841461E-03 4.82850761416218979E-02 1.66216788158238520E-03
3.81829021E+00 1.21804436797064208E-01 1.78208451781238777E-03 4.84113764387524848E-02 1.66983307288501260E-03
3.82646649E+00 1.21789328753863071E-01 1.79199764714049791E-03 4.85307230134829834E-02 1.67754174551122573E-03
3.83463628E+00 1.21774133691117586E-01 1.80200368045452903E-03 4.86431152569937464E-02 1.68529424953362504E-03
3.84279993E+00 1.21758856949295960E-01 1.81210405091222705E-03 4.87485764019070927E-02 1.69309102473416684E-03
3.85095781E+00 1.21743499433819902E-01 1.82230015629073578E-03 4.88470416815064562E-02 1.70093264968086580E-03
3.85911028E+00 1.21728060485999212E-01 1.83259334670347429E-03 4.89384847324034963E-02 1.70881973959004880E-03
3.86725767E+00 1.21712538922047114E-01 1.84298493925693046E-03 4.90228896983275486E-02 1.71675292386387623E-03
3.87540034E+00 1.21696933378612884E-01 1.85347622566694992E-03 4.91002373955686591E-02 1.72473284039597794E-03
3.88353861E+00 1.21681242427692932E-01 1.86406847517393576E-03 4.91705071246011857E-02 1.73276013444133205E-03
3.89167282E+00 1.21665464614726673E-01 1.87476293508989818E-03 4.92336767456976118E-02 1.74083545863722568E-03
3.89980328E+00 1.21649598471240752E-01 1.88556083029110507E-03 4.92897227046709407E-02 1.74895947327489455E-03
3.90793033E+00 1.21633642518927124E-01 1.89646336227451175E-03 4.93386199935933745E-02 1.75713284659861067E-03
3.91605199E+00 1.21617599786716366E-01 1.90746861226799092E-03 4.93803297038441433E-02 1.76535394641821799E-03
3.92416844E+00 1.21601469173016161E-01 1.91857742879732846E-03 4.94148297828663693E-02 1.77362325672565831E-03
3.93228001E+00 1.21585249178533653E-01 1.92979089691374295E-03 4.94420958972155503E-02 1.78194146768171128E-03
3.94038706E+00 1.21568938298262597E-01 1.94111007140639123E-03 4.94620966900113021E-02 1.79030927620423626E-03
3.94848992E+00 1.21552535022496619E-01 1.95253597557069826E-03 4.94695416892016321E-02 1.79872738596635975E-03
3.95658892E+00 1.21536037837389907E-01 1.96406959987938503E-03 4.94871949276352516E-02 1.80719650728000582E-03
3.96468440E+00 1.21519445225015996E-01 1.97571190063492840E-03 4.94828564413879041E-02 1.81571735691499333E-03
3.97277669E+00 1.21502755663836767E-01 1.98746379863351010E-03 4.94620809394071756E-02 1.82429065786318548E-03
3.98086609E+00 1.21485967628705616E-01 1.99932617786837633E-03 4.94609886798554541E-02 1.83291713906666280E-03
3.98895242E+00 1.21469080646574398E-01 2.01129913679318293E-03 4.94198027764493897E-02 1.84159699400382351E-03
3.99703414E+00 1.21452097135021364E-01 2.02338067050160993E-03 4.93993089839791094E-02 1.85032893820251117E-03
4.00511162E+00 1.21435015525698978E-01 2.03557153950322629E-03 4.93579249719634169E-02 1.85911373462551138E-03
4.01318522E+00 1.21417834240002756E-01 2.04787246659581803E-03 4.93116769774196162E-02 1.86795215228650478E-03
4.02125531E+00 1.21400551691558084E-01 2.06028413598634058E-03 4.92576250154172710E-02 1.87684496573030705E-03
4.02932225E+00 1.21383166287565319E-01 2.07280719211125819E-03 4.91960720184442951E-02 1.88579295424946836E-03
4.03738640E+00 1.21365676429690775E-01 2.08544223834116306E-03 4.91269159431815192E-02 1.89479690094600034E-03
4.04544813E+00 1.21348080514737028E-01 2.09818983564523257E-03 4.90501281318238974E-02 1.90385759168520139E-03
4.05350778E+00 1.21330376935392753E-01 2.11105050125972443E-03 4.89656715285789676E-02 1.91297581396616522E-03
4.06156571E+00 1.21312564080923307E-01 2.12402470738691160E-03 4.88735086915614153E-02 1.92215235572323656E-03
4.06962228E+00 1.21294640337742204E-01 2.13711287994666592E-03 4.87736008678394187E-02 1.93138800407368499E-03
4.07767782E+00 1.21276604090021847E-01 2.15031539740693578E-03 4.86659081992281625E-02 1.94068354402426781E-03
4.08573053E+00 1.21258458602825622E-01 2.16362901707103320E-03 4.85504197710888638E-02 1.95003724953743320E-03
4.09378048E+00 1.21240202973584940E-01 2.17705347798516705E-03 4.84271057259567442E-02 1.95944953300922729E-03
4.10182797E+00 1.21221835812701850E-01 2.19058882062886200E-03 4.82959319025112119E-02 1.96892104811996049E-03
4.10987337E+00 1.21203355508960456E-01 2.20423519640965994E-03 4.81568617659821827E-02 1.97845255336655387E-03
4.11791708E+00 1.21184760419996707E-01 2.21799272921475261E-03 4.80098578236589982E-02 1.98804481350756731E-03
4.12595950E+00 1.21166048889129352E-01 2.23186150331518849E-03 4.78548819596846253E-02 1.99769858991324673E-03
4.13398040E+00 1.21147267845625975E-01 2.24580560789736311E-03 4.76923033532642773E-02 2.00738966720760042E-03
4.14195703E+00 1.21128471556180506E-01 2.25978350849744859E-03 4.75226434999400718E-02 2.01709009003722033E-03
4.14989023E+00 1.21109659405291337E-01 2.27379417561628973E-03 4.73460074973486578E-02 2.02680011292938073E-03
4.15778093E+00 1.21090830455749768E-01 2.28783674527703639E-03 4.71624764231064753E-02 2.03652009609754962E-03
4.16563016E+00 1.21071983464007979E-01 2.30191055685083357E-03 4.69721260182180828E-02 2.04625052825758340E-03
4.17343907E+00 1.21053116860884588E-01 2.31601518565398247E-03 4.67750270903317389E-02 2.05599204656609687E-03
4.18120895E+00 1.21034228718585726E-01 2.33015047466023258E-03 4.65712451149761439E-02 2.06574545635234688E-03
4.18894120E+00 1.21015316711244297E-01 2.34431656694744205E-03 4.63608395412010571E-02 2.07551175162152060E-03
4.19663739E+00 1.20996378071592720E-01 2.35851393947074254E-03 4.61438629977177911E-02 2.08529213667457041E-03
4.20429927E+00 1.20977409544263614E-01 2.37274343835357573E-03 4.59203604240224147E-02 2.09508804896357467E-03
4.21192874E+00 1.20958407336192619E-01 2.38700631574996968E-03 4.56903681291256844E-02 2.10490118321987694E-03
4.21952791E+00 1.20939367064122380E-01 2.40130426826662413E-03 4.54539127793683814E-02 2.11473351684853678E-03
4.22709146E+00 1.20920303116401964E-01 2.41562496151078929E-03 4.52112504350563882E-02 2.12457736016390120E-03
4.23461454E+00 1.20901228990864210E-01 2.42995675351092687E-03 4.49626551684571343E-02 2.13442548647538831E-03
4.24209888E+00 1.20882141671771040E-01 2.44430036562049823E-03 4.47082047611903968E-02 2.14427914174753235E-03
4.24954638E+00 1.20863037551402791E-01 2.45865694971512299E-03 4.44479608194519801E-02 2.15413983646612706E-03
4.25695912E+00 1.20843912401878861E-01 2.47302812307734860E-03 4.41819768909417140E-02 2.16400936894627170E-03
4.26433942E+00 1.20824761336061792E-01 2.48741600011963227E-03 4.39102962928365897E-02 2.17388984685721329E-03
4.27168978E+00 1.20805578764982574E-01 2.50182322205957279E-03 4.36329514083209288E-02 2.18378370764851521E-03
4.27901296E+00 1.20786358354821904E-01 2.51625298470531519E-03 4.33499628284218716E-02 2.19369373792746005E-03
4.28630858E+00 1.20767101900085674E-01 2.53070241208189391E-03 4.30614682021873418E-02 2.20361852196483037E-03
4.29356761E+00 1.20747834402522125E-01 2.54515134713001077E-03 4.27679610513121630E-02 2.21354473558635313E-03
4.30079249E+00 1.20728550566107207E-01 2.55960231916458562E-03 4.24695225825350645E-02 2.22347459676129058E-03
4.30798598E+00 1.20709244114390851E-01 2.57405854744974759E-03 4.21661982263912341E-02 2.23341076161364185E-03
4.31515114E+00 1.20689907742633981E-01 2.58852399321490758E-03 4.18580228770378884E-02 2.24335636101894104E-03
4.32227374E+00 1.20670581215741674E-01 2.60296763084809542E-03 4.15457689451644227E-02 2.25329042261228352E-03
4.32935338E+00 1.20651267239054880E-01 2.61738616277422745E-03 4.12296902037032342E-02 2.26321098282467829E-03
4.33639267E+00 1.20631960160917970E-01 2.63178247127385159E-03 4.09098801557301328E-02 2.27312028785911805E-03
4.34339456E+00 1.20612653284957225E-01 2.64616017567330039E-03 4.05864196193940485E-02 2.28302105469477094E-03
4.35036229E+00 1.20593338834877925E-01 2.66052366439730294E-03 4.02593730474377978E-02 2.29291649594303261E-03
4.35729945E+00 1.20574007911623843E-01 2.67487811885707945E-03 3.99287864872532525E-02 2.30281033971167131E-03
4.36420995E+00 1.20554650451931325E-01 2.68922953022689062E-03 3.95946869971304447E-02 2.31270684514302835E-03
4.37109808E+00 1.20535255191817264E-01 2.70358470906784153E-03 3.92570821409518045E-02 2.32261081352882212E-03
4.37796843E+00 1.20515809636875207E-01 2.71795128728379541E-03 3.89159597427065074E-02 2.33252759459784973E-03
4.38482279E+00 1.20496309173517543E-01 2.73233102176710175E-03 3.85714447714803066E-02 2.34245846579082080E-03
4.39163888E+00 1.20476818363046703E-01 2.74667505051172768E-03 3.82248705275764766E-02 2.35236969912708694E-03
4.39842081E+00 1.20457326840307619E-01 2.76098966925234033E-03 3.78763455389025602E-02 2.36226562187614618E-03
4.40517304E+00 1.20437822958004412E-01 2.77528191942984616E-03 3.75258878740319865E-02 2.37215107707672073E-03
4.41190032E+00 1.20418293867164239E-01 2.78955956944780233E-03 3.71735177363993058E-02 2.38203141622567909E-03
4.41860772E+00 1.20398725569869011E-01 2.80383107515274742E-03 3.68192351312199226E-02 2.39191247771738556E-03
4.42530057E+00 1.20379102973495633E-01 2.81810552457022450E-03 3.64630232866612336E-02 2.40180055433389774E-03
4.43198447E+00 1.20359409957926683E-01 2.83239256792505506E-03 3.61048513414479466E-02 2.41170235026992412E-03
4.43866299E+00 1.20339636064271990E-01 2.84669758927880937E-03 3.57447946691354101E-02 2.42162163696843773E-03
4.44532115E+00 1.20319826315914036E-01 2.86098608686467500E-03 3.53839258173819782E-02 2.43153452746897600E-03
4.45195995E+00 1.20299978571110175E-01 2.87525767452042605E-03 3.50225160392181531E-02 2.44144078918119871E-03
4.45858035E+00 1.20280090732121245E-01 2.88951182007776090E-03 3.46607989505104339E-02 2.45134010849953595E-03
4.46518328E+00 1.20260160771949370E-01 2.90374786673833251E-03 3.42990276424226595E-02 2.46123210523917267E-03
4.47176962E+00 1.20240186740757038E-01 2.91796504869058174E-03 3.39374589013118830E-02 2.47111634241496984E-03
4.47834022E+00 1.20220166767564432E-01 2.93216250437604211E-03 3.35763534843608463E-02 2.48099233368703287E-03
4.48489589E+00 1.20200099061395602E-01 2.94633928890936959E-03 3.32159758012496240E-02 2.49085954948989954E-03
4.49143741E+00 1.20179981913162634E-01 2.96049438639474317E-03 3.28565933442364483E-02 2.50071742240992297E-03
4.49796549E+00 1.20159813698156981E-01 2.97462672256489655E-03 3.24984760480644952E-02 2.51056535219077066E-03
4.50448085E+00 1.20139592878603971E-01 2.98873517798917002E-03 3.21418955830371500E-02 2.52040271067695840E-03
4.51098414E+00 1.20119318005797338E-01 3.00281860200640391E-03 3.17871246167497901E-02 2.53022884692301461E-03
4.51747597E+00 1.20098987721245942E-01 3.01687582745328517E-03 3.14344360519029364E-02 2.54004309265290973E-03
4.52395692E+00 1.20078600756464746E-01 3.03090568617478363E-03 3.10841022211585834E-02 2.54984476818885097E-03
4.53042753E+00 1.20058155931010865E-01 3.04490702522227036E-03 3.07363940519665112E-02 2.55963318888521169E-03
4.53688829E+00 1.20037652148762788E-01 3.05887872353261935E-03 3.03915801749444943E-02 2.56940767204018924E-03
4.54333967E+00 1.20017088392264548E-01 3.07281970879817127E-03 3.00499259831514542E-02 2.57916754417242874E-03
4.54978210E+00 1.19996463715549326E-01 3.08672897413594374E-03 2.97116926454605405E-02 2.58891214846707204E-03
4.55621597E+00 1.19975777235565947E-01 3.10060559411047066E-03 2.93771360817542612E-02 2.59864085214611597E-03
4.56264165E+00 1.19955028122741600E-01 3.11444873963146992E-03 2.90465059260572207E-02 2.60835305346051195E-03
4.56905949E+00 1.19934215591285157E-01 3.12825769125206878E-03 2.87200445097834170E-02 2.61804818797293322E-03
4.57546981E+00 1.19913338889696075E-01 3.14203185044588558E-03 2.83979859110710733E-02 2.62772573380974477E-03
4.58187293E+00 1.19892397292147776E-01 3.15577074847241210E-03 2.80805550761293564E-02 2.63738521557155704E-03
4.58826912E+00 1.19871390091324706E-01 3.16947405249426396E-03 2.77679670751003055E-02 2.64702620664884151E-03
4.59465866E+00 1.19850316593129710E-01 3.18314156864508068E-03 2.74604264644969058E-02 2.65664832976049599E-03
4.60104182E+00 1.19829176113629518E-01 3.19677324177774971E-03 2.71581267979338487E-02 2.66625125561224287E-03
4.60741885E+00 1.19807967978541027E-01 3.21036915171320518E-03 2.68612502409065826E-02 2.67583469967775647E-03
4.61378999E+00 1.19786691525103892E-01 3.22392950594767866E-03 2.65699673264643624E-02 2.68539841720387895E-03
4.62015547E+00 1.19765346106384299E-01 3.23745462898483109E-03 2.62844367978437923E-02 2.69494219663851675E-03
4.62651551E+00 1.19743931097515230E-01 3.25094494871013429E-03 2.60048055828320662E-02 2.70446585177154097E-03
4.63287032E+00 1.19722445903479566E-01 3.26440098040515960E-03 2.57312088537429672E-02 2.71396921295384173E-03
4.63922007E+00 1.19700889967696927E-01 3.27782330909703705E-03 2.54637701913659371E-02 2.72345211780590339E-03
4.64556495E+00 1.19679262780789122E-01 3.29121257088121205E-03 2.52026017930851477E-02 2.73291440186941570E-03
4.65190511E+00 1.19657563888668425E-01 3.30456943372351526E-03 2.49478046791735929E-02 2.74235588964458470E-03
4.65824067E+00 1.19635792899230015E-01 3.31789457812125405E-03 2.46994688323052304E-02 2.75177638645424365E-03
4.66457177E+00 1.19613949486969517E-01 3.33118867797275271E-03 2.44576732236605199E-02 2.76117567151703061E-03
4.67089849E+00 1.19592033394871247E-01 3.34445238208181100E-03 2.42224857709879074E-02 2.77055349256348071E-03
4.67722092E+00 1.19570044433204195E-01 3.35768629685487480E-03 2.39939633306791369E-02 2.77990956223075599E-03
4.68353914E+00 1.19547982474822109E-01 3.37089097081292623E-03 2.37721518769471001E-02 2.78924355638946256E-03
4.68985319E+00 1.19525847447024922E-01 3.38406688144076307E-03 2.35570869732908555E-02 2.79855511443581314E-03
4.69616314E+00 1.19503639319949964E-01 3.39721442464975413E-03 2.33487945113132409E-02 2.80784384147476701E-03
4.70246809E+00 1.19481361404737876E-01 3.41033196602627932E-03 2.31473198555978421E-02 2.81710794165614944E-03
4.70876775E+00 1.19459015065752794E-01 3.42341896043533598E-03 2.29526834001983690E-02 2.82634643242159807E-03
4.71506234E+00 1.19436599769018673E-01 3.43647587551673293E-03 2.27648769234150179E-02 2.83555909837827046E-03
4.72135213E+00 1.19414114894475981E-01 3.44950310354150830E-03 2.25838860746933219E-02 2.84474573055793411E-03
4.72763740E+00 1.19391559735021691E-01 3.46250095085589042E-03 2.24096920884759958E-02 2.85390612606507658E-03
4.73391848E+00 1.19368933495906743E-01 3.47546962902766515E-03 2.22422710414762644E-02 2.86304008764250422E-03
4.74019573E+00 1.19346235294500780E-01 3.48840924843028420E-03 2.20815948047210914E-02 2.87214742334124425E-03
4.74646953E+00 1.19323464160055778E-01 3.50131981476617870E-03 2.19276317250502555E-02 2.88122794648773507E-03
4.75274028E+00 1.19300619032892907E-01 3.51420122874266825E-03 2.17803473761023353E-02 2.89028147612769562E-03
4.75900843E+00 1.19277698762524281E-01 3.52705328888572962E-03 2.16397051307199960E-02 2.89930783812219692E-03
4.76527444E+00 1.19254702104173063E-01 3.53987569740616542E-03 2.15056663868063921E-02 2.90830686704836305E-03
4.77153882E+00 1.19231627713231605E-01 3.55266806907041403E-03 2.13781902526111178E-02 2.91727840903150629E-03
4.77780209E+00 1.19208474137352069E-01 3.56542994312572395E-03 2.12572327930345001E-02 2.92622232559619500E-03
4.78406481E+00 1.19185239805855603E-01 3.57816079836554765E-03 2.11427464492945465E-02 2.93513849858325444E-03
4.79032757E+00 1.19161923016367091E-01 3.59086007133510923E-03 2.10346804843826070E-02 2.94402683613622989E-03
4.79659101E+00 1.19138521918664447E-01 3.60352717749176567E-03 2.09329827032297723E-02 2.95288727971146706E-03
4.80285580E+00 1.19115034495788585E-01 3.61616153488152287E-03 2.08376016147590847E-02 2.96171981202601395E-03
4.80912265E+00 1.19091458542747358E-01 3.62876258970162586E-03 2.07484878183983867E-02 2.97052446582043517E-03
4.81539233E+00 1.19067791642931423E-01 3.64132984302113988E-03 2.06655941879741734E-02 2.97930133327853298E-03
4.82166519E+00 1.19044032914022491E-01 3.65386194723182510E-03 2.05888794257017109E-02 2.98804992628977405E-03
4.82794150E+00 1.19020181819861876E-01 3.66635737102673828E-03 2.05183062876793283E-02 2.99676963280696550E-03
4.83422211E+00 1.18996235484256876E-01 3.67881581542162670E-03 2.04538304487014190E-02 3.00546069633284485E-03
4.84050796E+00 1.18972190731347918E-01 3.69123713777088020E-03 2.03954033154865044E-02 3.01412345657995229E-03
4.84680005E+00 1.18948044055714547E-01 3.70362137743786941E-03 2.03429805023029285E-02 3.02275836006244336E-03
4.85309946E+00 1.18923791590079167E-01 3.71596878115124877E-03 2.02965158558737931E-02 3.03136597096326146E-03
4.85940736E+00 1.18899429071603363E-01 3.72827982735323771E-03 2.02559637122976810E-02 3.03994698191148438E-03
4.86572500E+00 1.18874951807589571E-01 3.74055524874365676E-03 2.02212760998387864E-02 3.04850222429102610E-03
4.87205374E+00 1.18850354641603331E-01 3.75279605221003239E-03 2.02119889384586165E-02 3.05703267771358436E-03
4.87839504E+00 1.18825631920706609E-01 3.76500353538103362E-03 2.01410022052014512E-02 3.06553947832652286E-03
4.88475046E+00 1.18800777465129223E-01 3.77717929920285507E-03 2.01423349070249148E-02 3.07402392568993221E-03
4.89112169E+00 1.18775784539582527E-01 3.78932525609357871E-03 2.01441030028108488E-02 3.08248748794867286E-03
4.89751053E+00 1.18750645828626711E-01 3.80144363358709625E-03 2.01439174657425599E-02 3.09093180522040413E-03
4.90391892E+00 1.18725353414865106E-01 3.81353697349106529E-03 2.01416204798867612E-02 3.09935869105924149E-03
4.91034890E+00 1.18699898760664835E-01 3.82560812682262823E-03 2.01391384689990800E-02 3.10777013197629723E-03
4.91680266E+00 1.18674272693146510E-01 3.83766024495130155E-03 2.01396501639880682E-02 3.11616828504896436E-03
4.92328230E+00 1.18648466276445111E-01 3.84969635633539923E-03 2.01472555509001616E-02 3.12455518723503672E-03
4.92976195E+00 1.18622582166963420E-01 3.86166800633095742E-03 2.02116249718891638E-02 3.13289697452792714E-03
4.93624272E+00 1.18596616163743285E-01 3.87357727901436978E-03 2.02158615655242922E-02 3.14119497235672285E-03
4.94272579E+00 1.18570563605968612E-01 3.88542650573990393E-03 2.02526728621572512E-02 3.14945066128263784E-03
4.94921245E+00 1.18544419335462101E-01 3.89721824987072528E-03 2.02934621928392254E-02 3.15766567186225944E-03
4.95570412E+00 1.18518177670849711E-01 3.90895529525694865E-03 2.03373384882378459E-02 3.16584177981264238E-03
4.96220233E+00 1.18491832389807192E-01 3.92064063392228834E-03 2.03871612444071655E-02 3.17398089998630539E-03
4.96870872E+00 1.18465376717931115E-01 3.93227745174417730E-03 2.04418328342634535E-02 3.18208507855161950E-03
4.97522505E+00 1.18438803324532965E-01 3.94386911179815496E-03 2.05018151999036662E-02 3.19015648322645579E-03
4.98175320E+00 1.18412104325873235E-01 3.95541913522813680E-03 2.05667855904545192E-02 3.19819739157389815E-03
4.98829518E+00 1.18385271296571365E-01 3.96693117952721681E-03 2.06368601090897684E-02 3.20621017743982642E-03
4.99485307E+00 1.18358295289652249E-01 3.97840901415302556E-03 2.07119271650272989E-02 3.21419729564996612E-03
5.00142908E+00 1.18331166865800544E-01 3.98985649345762281E-03 2.07920130026511205E-02 3.22216126511211398E-03
5.00802551E+00 1.18303876131988270E-01 4.00127752696668570E-03 2.08770769439501451E-02 3.23010465049165807E-03
5.01464471E+00 1.18276412789806509E-01 4.01267604709334719E-03 2.09671260999054580E-02 3.23803004263513656E-03
5.02128913E+00 1.18248766193622901E-01 4.02405597441573074E-03 2.10621515669637167E-02 3.24594003792453949E-03
5.02796124E+00 1.18220925418575859E-01 4.03542118068428868E-03 2.11621638914451966E-02 3.25383721673821102E-03
5.03466353E+00 1.18192879338503448E-01 4.04677544975562669E-03 2.12671735772369010E-02 3.26172412119450465E-03
5.04139853E+00 1.18164616713643145E-01 4.05812243668652890E-03 2.13772013317773089E-02 3.26960323233891400E-03
5.04814891E+00 1.18136209602915015E-01 4.06943249425422478E-03 2.14920215250941210E-02 3.27745395421424326E-03
5.05490940E+00 1.18107680009973820E-01 4.08069660400458677E-03 2.16113282441141412E-02 3.28527007144625936E-03
5.06167918E+00 1.18079031438906995E-01 4.09191324435709269E-03 2.17351315915324944E-02 3.29305062479228871E-03
5.06845832E+00 1.18050263625305199E-01 4.10308237072539491E-03 2.18633465001370382E-02 3.30079573514018530E-03
5.07524821E+00 1.18021370828160374E-01 4.11420600584959384E-03 2.19959525781094449E-02 3.30850701522188845E-03
5.08205030E+00 1.17992346897405023E-01 4.12528622101530559E-03 2.21329215140903153E-02 3.31618617201619214E-03
5.08886548E+00 1.17963188068481661E-01 4.13632407547423822E-03 2.22742248241686452E-02 3.32383427441714820E-03
5.09569210E+00 1.17933901419430220E-01 4.14731648759064132E-03 2.24197852714322389E-02 3.33144958775127191E-03
5.10253171E+00 1.17904480382767199E-01 4.15826551538836693E-03 2.25695657016047706E-02 3.33903400311556667E-03
5.10938589E+00 1.17874904402559016E-01 4.16916796728823268E-03 2.27242452617167495E-02 3.34658710512864260E-03
