#  time, MeanKE MeanKEDR MeanP MeanNuT MeanLesProduction
0 1.24699045417004245E-01 4.67622748076392068E-04 -1.16783768910644872E-17 7.50663281971195761E-05 8.04739267400854288E-05
2.94524311E-02 1.24676950492648111E-01 4.67581912337155863E-04 9.36632681148636694E-04 7.50721502098788393E-05 8.04612335105286768E-05
5.89828567E-02 1.24659070883061870E-01 4.67641348892160040E-04 9.35142915050565186E-04 7.50989547525702351E-05 8.04732444501460656E-05
8.85221483E-02 1.24642545061289578E-01 4.67790418364474349E-04 8.12592492201529536E-04 7.51419049825121510E-05 8.05069437313341734E-05
1.18073613E-01 1.24626400159216250E-01 4.68025660824207481E-04 6.33000501107090384E-04 7.51983732069304279E-05 8.05615027747077887E-05
1.47640983E-01 1.24610307502137835E-01 4.68346137418533656E-04 3.89690625057512413E-04 7.52666505736462589E-05 8.06368898371849122E-05
1.77228099E-01 1.24594153889896767E-01 4.68751822822171724E-04 8.24533499760586635E-05 7.53455085471480820E-05 8.07333879045552119E-05
2.06838791E-01 1.24577897993004491E-01 4.69243065485304835E-04 -2.88545989840545707E-04 7.54339797477120719E-05 8.08514302319846977E-05
2.36472257E-01 1.24561524979606528E-01 4.69820310938507280E-04 -7.22465253345305281E-04 7.55311989290379752E-05 8.09915194307763971E-05
2.66116472E-01 1.24545034263802659E-01 4.70483817386401404E-04 -1.21847898456687730E-03 7.56363110110817486E-05 8.11541495208643339E-05
2.95775366E-01 1.24528419191064110E-01 4.71234198454778660E-04 -1.77569511262788172E-03 7.57485842025403683E-05 8.13399322885516172E-05
3.25452794E-01 1.24511674007736772E-01 4.72072172542688175E-04 -2.39316303217582864E-03 7.58673919712946391E-05 8.15495334137835494E-05
3.55152532E-01 1.24494793261296338E-01 4.72998558990267784E-04 -3.06984496854578780E-03 7.59922122412268452E-05 8.17836681494691823E-05
3.84878257E-01 1.24477771600969303E-01 4.74014275571929566E-04 -3.80460807186236210E-03 7.61226119709986979E-05 8.20430976454768147E-05
4.14633537E-01 1.24460603712784224E-01 4.75120336318881860E-04 -4.59621945920441789E-03 7.62582315384508749E-05 8.23286255537825497E-05
4.44421820E-01 1.24443284299805834E-01 4.76317849336521713E-04 -5.44334070438311571E-03 7.63987730905491745E-05 8.26410947611437531E-05
4.74246422E-01 1.24425808077773203E-01 4.77608014504301214E-04 -6.34452192668649023E-03 7.65439927708307826E-05 8.29813841789175981E-05
5.04110518E-01 1.24408169776173527E-01 4.78992121019490243E-04 -7.29819557498240148E-03 7.66936959878449447E-05 8.33504055544768350E-05
5.34017128E-01 1.24390364141386545E-01 4.80471544770870505E-04 -8.30266998213181548E-03 7.68477346470221214E-05 8.37491002860260255E-05
5.63969115E-01 1.24372385940733993E-01 4.82047745536782525E-04 -9.35612276265808569E-03 7.70060038929986089E-05 8.41784362339564754E-05
5.93969170E-01 1.24354229967018101E-01 4.83722264004858300E-04 -1.04565941338890626E-02 7.71684328008183135E-05 8.46394045279221603E-05
6.24019807E-01 1.24335891043382357E-01 4.85496718611860855E-04 -1.16019802479809375E-02 7.73349635002673651E-05 8.51330163599683248E-05
6.54123356E-01 1.24317364028433130E-01 4.87372802202316478E-04 -1.27900266299224036E-02 7.75055273878875632E-05 8.56602997250724689E-05
6.84281958E-01 1.24298643821580831E-01 4.89352278504312141E-04 -1.40183218272818925E-02 7.76800416183539606E-05 8.62222960610341976E-05
7.14488915E-01 1.24279730748940401E-01 4.91436367410785541E-04 -1.52839322355302742E-02 7.78583771543093421E-05 8.68198808117235629E-05
7.44741975E-01 1.24260622438139415E-01 4.93626577996742204E-04 -1.65839097560816391E-02 7.80404549894896793E-05 8.74539948911309768E-05
7.75043456E-01 1.24241313649225707E-01 4.95924790998407850E-04 -1.79153354883580078E-02 7.82262583647252096E-05 8.81256699829355999E-05
8.05395477E-01 1.24221799205659830E-01 4.98332949894051747E-04 -1.92751286117301864E-02 7.84158057600816907E-05 8.88359393285490515E-05
8.35799954E-01 1.24202073991295237E-01 5.00853056563282158E-04 -2.06600379628556000E-02 7.86091484019968466E-05 8.95858346682810552E-05
8.66258594E-01 1.24182132953130575E-01 5.03487166760604402E-04 -2.20666390457756843E-02 7.88063673388207019E-05 9.03763832583380196E-05
8.96772895E-01 1.24161971105937644E-01 5.06237385398542166E-04 -2.34913321298344697E-02 7.90075702244909955E-05 9.12086049860013303E-05
9.27344141E-01 1.24141583537289865E-01 5.09105861639962544E-04 -2.49303415443528978E-02 7.92128871039652098E-05 9.20835096083743313E-05
9.57973403E-01 1.24120965412454182E-01 5.12094783801805083E-04 -2.63797163228225440E-02 7.94224645929132261E-05 9.30020941404945958E-05
9.88661534E-01 1.24100111978913547E-01 5.15206374074260757E-04 -2.78353323530957722E-02 7.96364588656436103E-05 9.39653404152156007E-05
1.01940918E+00 1.24079018570385544E-01 5.18442883061275180E-04 -2.92928961870028565E-02 7.98550293523459393E-05 9.49742128332947596E-05
1.05021676E+00 1.24057680610225082E-01 5.21806584150464746E-04 -3.07479506494821135E-02 8.00783355464647199E-05 9.60296563245355029E-05
1.08108450E+00 1.24036093614100312E-01 5.25299767723307683E-04 -3.21958823619988843E-02 8.03065377733872497E-05 9.71325945534751286E-05
1.11201241E+00 1.24014253191821203E-01 5.28924735219925800E-04 -3.36319312652899119E-02 8.05398004105642939E-05 9.82839284202846966E-05
1.14300028E+00 1.23992155048191013E-01 5.32683793076914195E-04 -3.50512022264022408E-02 8.07782951274830038E-05 9.94845349189181185E-05
1.17404772E+00 1.23969794982749112E-01 5.36579246561237708E-04 -3.64486788585208429E-02 8.10222025672550548E-05 1.00735266416096219E-04
