#  time, MeanKE MeanKEDR MeanP MeanNuT MeanLesProduction MeanStrainRate
1.17867139E-01 1.24919948474194631E-01 5.22833102860526303E-04 -3.25117846374427559E-04 5.79656548992078192E-05 5.37053306539784898E-05 5.52351128801066849E-01
1.25238226E-01 1.24916150697329115E-01 5.22955470783789634E-04 -3.85905842738061544E-04 5.80291796381436238E-05 5.37544451330027715E-05 5.52464944889924370E-01
1.32610136E-01 1.24912351170484104E-01 5.23085319754444666E-04 -4.50981571925663008E-04 5.80945545346107318E-05 5.38057150776836344E-05 5.52584088077656355E-01
1.39982933E-01 1.24908549807518074E-01 5.23222624399127399E-04 -5.20338637532952717E-04 5.81617149887816079E-05 5.38591094296216825E-05 5.52708404211541438E-01
1.47356677E-01 1.24904746522661966E-01 5.23367360516692730E-04 -5.93970366081918990E-04 5.82306001418466694E-05 5.39145978680838494E-05 5.52837750786354998E-01
1.54731431E-01 1.24900941230547402E-01 5.23519506305430049E-04 -6.71869812591009740E-04 5.83011500733871582E-05 5.39721520384791687E-05 5.52971994346422302E-01
1.62106956E-01 1.24897134001435234E-01 5.23679037429399625E-04 -7.54026399507463983E-04 5.83733007983497682E-05 5.40317448056802568E-05 5.53111005631773067E-01
1.69483289E-01 1.24893324763244579E-01 5.23845937355619878E-04 -8.40431748555836664E-04 5.84469900434068986E-05 5.40933532268185547E-05 5.53254649621185535E-01
1.76860491E-01 1.24889513431190910E-01 5.24020191283077093E-04 -9.31056269935298816E-04 5.85221578513415286E-05 5.41569553444961672E-05 5.53402797619749642E-01
1.84238625E-01 1.24885699920828486E-01 5.24201786621700683E-04 -1.02595929879905441E-03 5.85987492768823710E-05 5.42225309808007136E-05 5.53555326643604073E-01
1.91617753E-01 1.24881884147915762E-01 5.24390713332119297E-04 -1.12505389301809479E-03 5.86767145642269473E-05 5.42900620785981522E-05 5.53712120931412310E-01
1.98997935E-01 1.24878066028523568E-01 5.24586963696725131E-04 -1.22836780258055406E-03 5.87560083167420412E-05 5.43595324733484327E-05 5.53873071966269670E-01
2.06379233E-01 1.24874245478918386E-01 5.24790531906864821E-04 -1.33588598545201077E-03 5.88365885947256159E-05 5.44309274819007011E-05 5.54038077843713617E-01
2.13761706E-01 1.24870422415614440E-01 5.25001413773936863E-04 -1.44759852892882850E-03 5.89184164130740807E-05 5.45042336148444885E-05 5.54207042645507020E-01
2.21145417E-01 1.24866596755286552E-01 5.25219606231720586E-04 -1.56349532479582482E-03 5.90014551770676410E-05 5.45794380798439465E-05 5.54379875985377080E-01
2.28530424E-01 1.24862768414847655E-01 5.25445108268643869E-04 -1.68356596005978377E-03 5.90856718633145229E-05 5.46565297150091543E-05 5.54556492746606566E-01
2.35916788E-01 1.24858937311345619E-01 5.25677920166985795E-04 -1.80779970831513367E-03 5.91710365163422230E-05 5.47354982295064087E-05 5.54736812987922989E-01
2.43304567E-01 1.24855103362016134E-01 5.25918043861882552E-04 -1.93618552584572611E-03 5.92575224806114341E-05 5.48163345635803700E-05 5.54920761865129286E-01
2.50693820E-01 1.24851266484243703E-01 5.26165483198139257E-04 -2.06871204832386390E-03 5.93451047537451020E-05 5.48990311464824581E-05 5.55108268971908125E-01
2.58084547E-01 1.24847426626498684E-01 5.26420241005282454E-04 -2.20536648083445802E-03 5.94337548908519344E-05 5.49835803680411809E-05 5.55299266051012985E-01
2.65476553E-01 1.24843583837943417E-01 5.26682314157569421E-04 -2.34613187316376611E-03 5.95234384400779369E-05 5.50699730853956246E-05 5.55493681949967177E-01
2.72869898E-01 1.24839738035825307E-01 5.26951709620131973E-04 -2.49099531745954842E-03 5.96141236157623903E-05 5.51582042495858414E-05 5.55691437781877018E-01
2.80264639E-01 1.24835889137572723E-01 5.27228435628235878E-04 -2.63994361764899712E-03 5.97057805747392838E-05 5.52482696632684373E-05 5.55892461240840463E-01
2.87660836E-01 1.24832037060660220E-01 5.27512501205958085E-04 -2.79296325546817513E-03 5.97983816875018824E-05 5.53401655009999103E-05 5.56096682756595961E-01
2.95058548E-01 1.24828181722726306E-01 5.27803916469185780E-04 -2.95004036771075737E-03 5.98919016237285581E-05 5.54338886136232660E-05 5.56304036507024424E-01
3.02457831E-01 1.24824323041458060E-01 5.28102692966733495E-04 -3.11116074191547260E-03 5.99863173451627735E-05 5.55294368713729362E-05 5.56514460402509958E-01
3.09858744E-01 1.24820460934691860E-01 5.28408843561367853E-04 -3.27630981046816028E-03 6.00816077619099409E-05 5.56268090461345358E-05 5.56727895811174656E-01
3.17261343E-01 1.24816595320323326E-01 5.28722382104423430E-04 -3.44547264384914001E-03 6.01777533483555775E-05 5.57260044882541369E-05 5.56944287325111920E-01
3.24665685E-01 1.24812726116335773E-01 5.29043323294961965E-04 -3.61863394577501213E-03 6.02747360995885631E-05 5.58270229871420150E-05 5.57163582637756671E-01
3.32071826E-01 1.24808853240825857E-01 5.29371682845850336E-04 -3.79577804734388628E-03 6.03725399288644057E-05 5.59298649394512852E-05 5.57385732536975653E-01
3.39479821E-01 1.24804976611999574E-01 5.29707477663094004E-04 -3.97688890002124203E-03 6.04711510301918497E-05 5.60345315300953345E-05 5.57610690969149392E-01
3.46889726E-01 1.24801096148074428E-01 5.30050725841462573E-04 -4.16195006822074175E-03 6.05705573563495813E-05 5.61410247293707898E-05 5.57838414951849160E-01
3.54301594E-01 1.24797211767425559E-01 5.30401446498077124E-04 -4.35094472643331349E-03 6.06707464638935864E-05 5.62493471288840849E-05 5.58068863735971754E-01
3.61715481E-01 1.24793323388463967E-01 5.30759659582756473E-04 -4.54385564902753340E-03 6.07717030334797170E-05 5.63595017531387732E-05 5.58301996674340217E-01
3.69131173E-01 1.24789431069439918E-01 5.31125372558861929E-04 -4.74065813702781187E-03 6.08734053600959855E-05 5.64714879578685373E-05 5.58537770993613569E-01
3.76548698E-01 1.24785534742238316E-01 5.31498604979611911E-04 -4.94133300938298312E-03 6.09758346335035234E-05 5.65853090585892077E-05 5.58776133301527422E-01
3.83968111E-01 1.24781634324693302E-01 5.31879378647575718E-04 -5.14586140168943416E-03 6.10789737964030931E-05 5.67009693328623590E-05 5.59017037846976428E-01
3.91389466E-01 1.24777729734725701E-01 5.32267716329746935E-04 -5.35422405141721368E-03 6.11828075726943295E-05 5.68184736264124666E-05 5.59260441604844782E-01
3.98812816E-01 1.24773820890298287E-01 5.32663641727147284E-04 -5.56640127872687698E-03 6.12873222788436379E-05 5.69378273242389905E-05 5.59506304048374981E-01
4.06238215E-01 1.24769907709453329E-01 5.33067179441985058E-04 -5.78237297073133476E-03 6.13925055818253856E-05 5.70590363205258482E-05 5.59754587155386729E-01
4.13665714E-01 1.24765990110264902E-01 5.33478354926753017E-04 -6.00211858275121867E-03 6.14983463308860885E-05 5.71821069692917100E-05 5.60005255264848789E-01
4.21095365E-01 1.24762068010870239E-01 5.33897194410953456E-04 -6.22561712409005347E-03 6.16048344736358229E-05 5.73070460137273797E-05 5.60258274961680347E-01
4.28527221E-01 1.24758141329454647E-01 5.34323724848134707E-04 -6.45284715524282841E-03 6.17119610732679854E-05 5.74338605349926398E-05 5.60513615024400780E-01
4.35961330E-01 1.24754209984241832E-01 5.34757973915956199E-04 -6.68378677756478138E-03 6.18197183862712995E-05 5.75625579542337750E-05 5.60771246418210634E-01
4.43397743E-01 1.24750273893489680E-01 5.35199970054152981E-04 -6.91841363006178052E-03 6.19280997821418800E-05 5.76931460726057507E-05 5.61031142247411685E-01
4.50836510E-01 1.24746332975504470E-01 5.35649742503663609E-04 -7.15670487612604482E-03 6.20370991356239339E-05 5.78256331123577086E-05 5.61293277458616680E-01
4.58277679E-01 1.24742387148616407E-01 5.36107321325187021E-04 -7.39863720103495822E-03 6.21467096368778495E-05 5.79600277370729677E-05 5.61557628013789722E-01
4.65721298E-01 1.24738436331179370E-01 5.36572737393914618E-04 -7.64418680359356135E-03 6.22569228600623303E-05 5.80963390487804053E-05 5.61824169578542754E-01
4.73167415E-01 1.24734480441557646E-01 5.37046022377939245E-04 -7.89332938608367299E-03 6.23677290389581303E-05 5.82345765679534338E-05 5.62092876562822252E-01
4.80615894E-01 1.24730519495376099E-01 5.37527196797474359E-04 -8.14603394201785652E-03 6.24791154286605222E-05 5.83747467394117001E-05 5.62363722379646158E-01
4.88066700E-01 1.24726553454070188E-01 5.38016287918694955E-04 -8.40227210942058600E-03 6.25910714311564789E-05 5.85168581461867199E-05 5.62636673852887070E-01
4.95519882E-01 1.24722582235122920E-01 5.38513328930809252E-04 -8.66201776505368636E-03 6.27035886686564222E-05 5.86609212266695168E-05 5.62911702570793371E-01
5.02975487E-01 1.24718605756052134E-01 5.39018353700626129E-04 -8.92524429057752963E-03 6.28166597544777781E-05 5.88069467264619816E-05 5.63188784795760067E-01
5.10433562E-01 1.24714623934351038E-01 5.39531396762167061E-04 -9.19192454894207818E-03 6.29302782069656933E-05 5.89549456906418898E-05 5.63467898591539784E-01
5.17894153E-01 1.24710636687593912E-01 5.40052493320121148E-04 -9.46203087357192808E-03 6.30444383815711984E-05 5.91049294692856244E-05 5.63749023797845084E-01
5.25357306E-01 1.24706643933292130E-01 5.40581679259817386E-04 -9.73553505786838892E-03 6.31591354311265146E-05 5.92569097301887397E-05 5.64032141966005374E-01
5.32823065E-01 1.24702645589003347E-01 5.41118991155359655E-04 -1.00124083485235663E-02 6.32743652586360719E-05 5.94108984696390289E-05 5.64317236281494772E-01
5.40291474E-01 1.24698641572270244E-01 5.41664466269994481E-04 -1.02926214379678999E-02 6.33901244035782062E-05 5.95669080148474532E-05 5.64604291451383578E-01
5.47762577E-01 1.24694631800665742E-01 5.42218142547054691E-04 -1.05761444555156070E-02 6.35064098030257946E-05 5.97249510177916298E-05 5.64893293503780702E-01
5.55236416E-01 1.24690616191758211E-01 5.42780058595952069E-04 -1.08629469572025447E-02 6.36232184242433569E-05 5.98850404439099806E-05 5.65184229450728326E-01
5.62713034E-01 1.24686594663106110E-01 5.43350253678531151E-04 -1.11529979222897598E-02 6.37405468856858625E-05 6.00471895607127785E-05 5.65477086825104003E-01
5.70192471E-01 1.24682567132275296E-01 5.43928767698253221E-04 -1.14462657407695297E-02 6.38583912689620110E-05 6.02114119297980960E-05 5.65771853228882904E-01
5.77674768E-01 1.24678533516831169E-01 5.44515641193868806E-04 -1.17427182044604096E-02 6.39767472351606819E-05 6.03777214033508557E-05 5.66068516108502395E-01
5.85159965E-01 1.24674493734361444E-01 5.45110915336649701E-04 -1.20423225054210256E-02 6.40956103499745294E-05 6.05461321238186736E-05 5.66367062874744143E-01
5.92648101E-01 1.24670447702421833E-01 5.45714631927850312E-04 -1.23450452174507317E-02 6.42149764199842059E-05 6.07166585245578949E-05 5.66667481271144080E-01
6.00139213E-01 1.24666395338592029E-01 5.46326833395594695E-04 -1.26508522976517095E-02 6.43348417145120252E-05 6.08893153291325691E-05 5.66969759778349625E-01
6.07633139E-01 1.24662336669339679E-01 5.46947546018156897E-04 -1.29597007785211913E-02 6.44551998246300470E-05 6.10641128289149090E-05 5.67273887909539587E-01
6.15129892E-01 1.24658271625214395E-01 5.47576810822489259E-04 -1.32715541188956569E-02 6.45760477326010881E-05 6.12410655949696198E-05 5.67579848129853737E-01
6.22629510E-01 1.24654200122572306E-01 5.48214671569546060E-04 -1.35863762303913335E-02 6.46973833644511536E-05 6.14201890716410795E-05 5.67887631274147098E-01
6.30132032E-01 1.24650122077788389E-01 5.48861172615994946E-04 -1.39041303880683385E-02 6.48192051003582234E-05 6.16014989667771658E-05 5.68197230439232870E-01
6.37637494E-01 1.24646037407228460E-01 5.49516358901964573E-04 -1.42247792226356719E-02 6.49415116812750284E-05 6.17850112424503357E-05 5.68508639838356311E-01
6.45145935E-01 1.24641946027246903E-01 5.50180275941035152E-04 -1.45482847030323319E-02 6.50643020988642747E-05 6.19707421078055908E-05 5.68821854676951233E-01
6.52657389E-01 1.24637847854176045E-01 5.50852969812947509E-04 -1.48746081382534062E-02 6.51875754796693276E-05 6.21587080146280424E-05 5.69136870997830280E-01
6.60171891E-01 1.24633742804325126E-01 5.51534487159435630E-04 -1.52037101594744949E-02 6.53113309834376369E-05 6.23489256557873653E-05 5.69453685515335151E-01
6.67689475E-01 1.24629630793977875E-01 5.52224875181739827E-04 -1.55355507209873293E-02 6.54355677389346132E-05 6.25414119657360435E-05 5.69772295466875467E-01
6.75210176E-01 1.24625511739426403E-01 5.52924181639433197E-04 -1.58700890868989919E-02 6.55602848330601352E-05 6.27361841222063904E-05 5.70092698514819030E-01
6.82734024E-01 1.24621385556905370E-01 5.53632454849721555E-04 -1.62072838279796808E-02 6.56854813510407106E-05 6.29332595483439195E-05 5.70414892718820288E-01
6.90261053E-01 1.24617252162622566E-01 5.54349743686289838E-04 -1.65470928082531894E-02 6.58111564483896408E-05 6.31326559145451490E-05 5.70738876578117171E-01
6.97791293E-01 1.24613111472788154E-01 5.55076097577328971E-04 -1.68894731842021695E-02 6.59373094287118901E-05 6.33343911396086446E-05 5.71064649119954026E-01
7.05324775E-01 1.24608963403542328E-01 5.55811566502959474E-04 -1.72343813939595872E-02 6.60639398063511571E-05 6.35384833909161627E-05 5.71392210000757905E-01
7.12861526E-01 1.24604807871035644E-01 5.56556200991056198E-04 -1.75817731499353820E-02 6.61910473436638238E-05 6.37449510837562167E-05 5.71721559591784834E-01
7.20401577E-01 1.24600644791352161E-01 5.57310052112671155E-04 -1.79316034337694517E-02 6.63186320621613287E-05 6.39538128797833579E-05 5.72052699033277379E-01
7.27944955E-01 1.24596474080571923E-01 5.58073171476820883E-04 -1.82838264862761266E-02 6.64466942319437491E-05 6.41650876849058922E-05 5.72385630253285149E-01
7.35491685E-01 1.24592295654705254E-01 5.58845611224474659E-04 -1.86383958042328664E-02 6.65752343460584739E-05 6.43787946467413796E-05 5.72720355954536076E-01
7.43041796E-01 1.24588109429774913E-01 5.59627424022679748E-04 -1.89952641317682157E-02 6.67042530867392730E-05 6.45949531519850450E-05 5.73056879578540790E-01
7.50595307E-01 1.24583915323862662E-01 5.60418662654148486E-04 -1.93543832694953732E-02 6.68337512241964986E-05 6.48135827119389541E-05 5.73395205255813889E-01
7.58152072E-01 1.24579713347716697E-01 5.61219362641446557E-04 -1.97156962754389195E-02 6.69637267799800048E-05 6.50346981647733637E-05 5.73735337578506033E-01
7.65712119E-01 1.24575503415832858E-01 5.62029577902596242E-04 -2.00791536006466667E-02 6.70941808387049777E-05 6.52583195258734565E-05 5.74077274163631635E-01
7.73275472E-01 1.24571285442720101E-01 5.62849362868089774E-04 -2.04447049446991845E-02 6.72251145730444596E-05 6.54844670408877196E-05 5.74421020941797256E-01
7.80842158E-01 1.24567059342805833E-01 5.63678772474373495E-04 -2.08122992397316714E-02 6.73565292413357708E-05 6.57131611832462739E-05 5.74766584372095157E-01
7.88412199E-01 1.24562825030514537E-01 5.64517862158519872E-04 -2.11818846383466305E-02 6.74884261929940246E-05 6.59444226517677957E-05 5.75113971435011306E-01
7.95985619E-01 1.24558582420206551E-01 5.65366687851886975E-04 -2.15534085078607912E-02 6.76208068780708615E-05 6.61782723682188421E-05 5.75463189636851280E-01
8.03562441E-01 1.24554331426209447E-01 5.66225305974527677E-04 -2.19268174320183008E-02 6.77536728573921855E-05 6.64147314749523370E-05 5.75814247021088299E-01
8.11142686E-01 1.24550071962788569E-01 5.67093773429011984E-04 -2.23020571997371367E-02 6.78870258102910067E-05 6.66538213326175593E-05 5.76167152181617626E-01
8.18726374E-01 1.24545803944187350E-01 5.67972147594973382E-04 -2.26790728007850995E-02 6.80208675384172867E-05 6.68955635179499433E-05 5.76521914272302594E-01
8.26313525E-01 1.24541527284575473E-01 5.68860486323417543E-04 -2.30578084295886415E-02 6.81551999652061779E-05 6.71399798216891931E-05 5.76878543010685085E-01
8.33904157E-01 1.24537241898093384E-01 5.69758847931269648E-04 -2.34382074683049807E-02 6.82900251316191826E-05 6.73870922467674998E-05 5.77237048675347642E-01
8.41498290E-01 1.24532947698863278E-01 5.70667291196108096E-04 -2.38202124955233727E-02 6.84253451894226692E-05 6.76369230065384294E-05 5.77597442096348668E-01
8.49095940E-01 1.24528644600878299E-01 5.71585875351210350E-04 -2.42037652764498720E-02 6.85611623933383562E-05 6.78894945232953875E-05 5.77959734642191858E-01
8.56697123E-01 1.24524332518140005E-01 5.72514660080496651E-04 -2.45888067591486410E-02 6.86974790933665648E-05 6.81448294268125002E-05 5.78323938203621046E-01
8.64301854E-01 1.24520011364582031E-01 5.73453705513611535E-04 -2.49752770763531952E-02 6.88342977282003821E-05 6.84029505530379879E-05 5.78690065177871471E-01
8.71910148E-01 1.24515681054061342E-01 5.74403072221009252E-04 -2.53631155408691848E-02 6.89716208201507136E-05 6.86638809428636904E-05 5.79058128453999621E-01
8.79522018E-01 1.24511341500401648E-01 5.75362821209347646E-04 -2.57522606409178942E-02 6.91094509717895530E-05 6.89276438408470502E-05 5.79428141400441965E-01
8.87137477E-01 1.24506992617373802E-01 5.76333013916291025E-04 -2.61426500458190013E-02 6.92477908638567264E-05 6.91942626941215980E-05 5.79800117854911368E-01
8.94756537E-01 1.24502634318667746E-01 5.77313712205858288E-04 -2.65342205975662958E-02 6.93866432540986712E-05 6.94637611511628183E-05 5.80174072116805051E-01
9.02379208E-01 1.24498266517929432E-01 5.78304978363308633E-04 -2.69269083123449549E-02 6.95260109763716516E-05 6.97361630605923294E-05 5.80550018940827472E-01
9.10005501E-01 1.24493889128719185E-01 5.79306875089976420E-04 -2.73206483838659420E-02 6.96658969397016608E-05 7.00114924698451679E-05 5.80927973530831920E-01
9.17635425E-01 1.24489502064569518E-01 5.80319465497975274E-04 -2.77153751767615503E-02 6.98063041268006361E-05 7.02897736238053747E-05 5.81307951534236533E-01
9.25268988E-01 1.24485105238914998E-01 5.81342813104799411E-04 -2.81110222313610478E-02 6.99472355920139417E-05 7.05710309631879046E-05 5.81689969035030008E-01
9.32906197E-01 1.24480698565144821E-01 5.82376981827466235E-04 -2.85075222680078039E-02 7.00886944587031190E-05 7.08552891229128381E-05 5.82074042546780746E-01
9.40547059E-01 1.24476281956600696E-01 5.83422035976656548E-04 -2.89048071779823626E-02 7.02306839161688658E-05 7.11425729302014680E-05 5.82460189003362161E-01
9.48191580E-01 1.24471855326521538E-01 5.84478040251016425E-04 -2.93028080353410943E-02 7.03732072162454632E-05 7.14329074026589692E-05 5.82848425750693178E-01
9.55839763E-01 1.24467418588125239E-01 5.85545059730422789E-04 -2.97014550944371437E-02 7.05162676697920798E-05 7.17263177462346081E-05 5.83238770536313123E-01
9.63491613E-01 1.24462971654503013E-01 5.86623159870487817E-04 -3.01006777956931426E-02 7.06598686433247388E-05 7.20228293530932501E-05 5.83631241499945386E-01
9.71147086E-01 1.24458514466481526E-01 5.87712399688726452E-04 -3.05004022721488237E-02 7.08040126577260315E-05 7.23224659267321629E-05 5.84025857163323225E-01
9.78806141E-01 1.24454046961343504E-01 5.88812839195666164E-04 -3.09005541708869992E-02 7.09487023886111668E-05 7.26252515241581129E-05 5.84422633947287995E-01
9.86468784E-01 1.24449569050465392E-01 5.89924545018726573E-04 -3.13010606754492576E-02 7.10939413930202239E-05 7.29312121032097348E-05 5.84821588909789525E-01
9.94135017E-01 1.24445080645140399E-01 5.91047584147399540E-04 -3.17018481689130827E-02 7.12397332715685464E-05 7.32403738019988724E-05 5.85222741756814102E-01
1.00180484E+00 1.24440581656612176E-01 5.92182023926798168E-04 -3.21028422460890028E-02 7.13860816655191252E-05 7.35527629366364912E-05 5.85626112540216681E-01
1.00947826E+00 1.24436071996046810E-01 5.93327932050974425E-04 -3.25039677167651836E-02 7.15329902539905884E-05 7.38684059988784425E-05 5.86031721648574533E-01
1.01715528E+00 1.24431551574527177E-01 5.94485376556444945E-04 -3.29051486157157028E-02 7.16804627510619886E-05 7.41873296538023022E-05 5.86439589798138261E-01
1.02483589E+00 1.24427020303072650E-01 5.95654425815463008E-04 -3.33063082086425544E-02 7.18285029028938526E-05 7.45095607373966613E-05 5.86849738023296541E-01
1.03252010E+00 1.24422478092632779E-01 5.96835148529431146E-04 -3.37073689968823351E-02 7.19771144848000230E-05 7.48351262541365917E-05 5.87262187667464408E-01
1.04020790E+00 1.24417924854087786E-01 5.98027613721983063E-04 -3.41082527328339380E-02 7.21263012983137253E-05 7.51640533745135227E-05 5.87676960373643253E-01
1.04789929E+00 1.24413360498224060E-01 5.99231890732504014E-04 -3.45088804206918343E-02 7.22760671681809942E-05 7.54963694324924068E-05 5.88094078074608673E-01
1.05559426E+00 1.24408784935762615E-01 6.00448049208886052E-04 -3.49091723341503346E-02 7.24264159394251151E-05 7.58321019230006265E-05 5.88513562983690286E-01
1.06329282E+00 1.24404198077338365E-01 6.01676159101005689E-04 -3.53090480198583884E-02 7.25773514743831738E-05 7.61712784993026529E-05 5.88935437584581889E-01
1.07099495E+00 1.24399599833519878E-01 6.02916290653521649E-04 -3.57084263114896619E-02 7.27288776497953535E-05 7.65139269703679956E-05 5.89359724622077530E-01
1.07870065E+00 1.24394990114790813E-01 6.04168514399040920E-04 -3.61072253429923704E-02 7.28809983538519340E-05 7.68600752982374728E-05 5.89786447092168431E-01
1.08640992E+00 1.24390368831524697E-01 6.05432901150975279E-04 -3.65053625578608335E-02 7.30337174834188316E-05 7.72097515953240897E-05 5.90215628232133360E-01
1.09412274E+00 1.24385735894063196E-01 6.06709521996316704E-04 -3.69027547231443945E-02 7.31870389411193474E-05 7.75629841217427839E-05 5.90647291510983385E-01
1.10183911E+00 1.24381091212624861E-01 6.07998448288537695E-04 -3.72993179452488222E-02 7.33409666326308038E-05 7.79198012826293971E-05 5.91081460619487187E-01
1.10955901E+00 1.24376434697365063E-01 6.09299751640530411E-04 -3.76949676798254349E-02 7.34955044639140013E-05 7.82802316255074189E-05 5.91518159460393655E-01
1.11728244E+00 1.24371766258339636E-01 6.10613503917335136E-04 -3.80896187518433432E-02 7.36506563385457968E-05 7.86443038376109289E-05 5.91957412138652606E-01
1.12500938E+00 1.24367085805520097E-01 6.11939777228957447E-04 -3.84831853684318506E-02 7.38064261551350836E-05 7.90120467434364548E-05 5.92399242951240690E-01
1.13273983E+00 1.24362393248813333E-01 6.13278643923389848E-04 -3.88755811360329689E-02 7.39628178047522974E-05 7.93834893021382987E-05 5.92843676377421414E-01
1.14047377E+00 1.24357688497990670E-01 6.14630176579267608E-04 -3.92667190772428010E-02 7.41198351684680469E-05 7.97586606052284153E-05 5.93290737068644658E-01
1.14821118E+00 1.24352971462796488E-01 6.15994447999334270E-04 -3.96565116513752647E-02 7.42774821149919519E-05 8.01375898742306871E-05 5.93740449838649376E-01
1.15595205E+00 1.24348242052832472E-01 6.17371531203176954E-04 -4.00448707681945806E-02 7.44357624983274865E-05 8.05203064585276982E-05 5.94192839653253979E-01
1.16369637E+00 1.24343500177651695E-01 6.18761499420793573E-04 -4.04317078144752554E-02 7.45946801556231454E-05 8.09068398332200720E-05 5.94647931620456038E-01
1.17144412E+00 1.24338745746681176E-01 6.20164426085721590E-04 -4.08169336677263253E-02 7.47542389049370756E-05 8.12972195972606275E-05 5.95105750980376769E-01
1.17919528E+00 1.24333978669282294E-01 6.21580384828550043E-04 -4.12004587192580027E-02 7.49144425432569173E-05 8.16914754715186714E-05 5.95566323095130912E-01
1.18694984E+00 1.24329198854712442E-01 6.23009449470573714E-04 -4.15821928987315098E-02 7.50752948444522204E-05 8.20896372970897407E-05 5.96029673438662311E-01
1.19470777E+00 1.24324406212122554E-01 6.24451694017627915E-04 -4.19620456953200202E-02 7.52367995573889077E-05 8.24917350336525486E-05 5.96495827586979943E-01
1.20246906E+00 1.24319600650588294E-01 6.25907192653540781E-04 -4.23399261762754386E-02 7.53989604040747617E-05 8.28977987579808894E-05 5.96964811207770230E-01
1.21023368E+00 1.24314782079088193E-01 6.27376019734504631E-04 -4.27157430192491513E-02 7.55617810778507035E-05 8.33078586625199868E-05 5.97436650050582330E-01
1.21800162E+00 1.24309950406457800E-01 6.28858249782865441E-04 -4.30894045316558075E-02 7.57252652416922685E-05 8.37219450541008603E-05 5.97911369936692472E-01
1.22577286E+00 1.24305105541482538E-01 6.30353957481502775E-04 -4.34608186774188901E-02 7.58894165265518340E-05 8.41400883528354822E-05 5.98388996748977275E-01
1.23354736E+00 1.24300247392823013E-01 6.31863217667787093E-04 -4.38298931018760232E-02 7.60542385297328721E-05 8.45623190910075581E-05 5.98869556421912974E-01
1.24132512E+00 1.24295375869035302E-01 6.33386105328459276E-04 -4.41965351649404870E-02 7.62197348134398690E-05 8.49886679122002585E-05 5.99353074931580077E-01
1.24910609E+00 1.24290490878551346E-01 6.34922695593872111E-04 -4.45606519598541403E-02 7.63859089032103663E-05 8.54191655705658872E-05 5.99839578285477626E-01
1.25689027E+00 1.24285592329733505E-01 6.36473063732491862E-04 -4.49221503480179626E-02 7.65527642866154222E-05 8.58538429301429013E-05 6.00329092512594809E-01
1.26467762E+00 1.24280680130789065E-01 6.38037285146232083E-04 -4.52809369886348137E-02 7.67203044118711688E-05 8.62927309644986802E-05 6.00821643653312476E-01
