#  time, MeanKE MeanKEDR MeanP MeanNuT MeanLesProduction MeanStrainRate
1.67788953E+00 1.23595330072698420E-01 7.32518523184807471E-04 -5.18668323955150876E-02 8.58500658119240931E-05 1.13068761589108017E-04 6.27041141144870307E-01
1.70973173E+00 1.23568211627819030E-01 7.41766558953927237E-04 -5.21184167750637778E-02 8.66653725332637971E-05 1.15771850233701586E-04 6.29652221247400168E-01
1.74160246E+00 1.23540750638734334E-01 7.51275763742519130E-04 -5.22642718698453079E-02 8.74932378312946811E-05 1.18564794484309869E-04 6.32323459818825873E-01
1.77349956E+00 1.23512941761670797E-01 7.61049863082788477E-04 -5.23019629273437578E-02 8.83337197028006611E-05 1.21450014927654772E-04 6.35055367343935417E-01
1.80542094E+00 1.23484779358468993E-01 7.71092608133930172E-04 -5.22294790271977394E-02 8.91868609294827028E-05 1.24430024060937378E-04 6.37848336374055802E-01
1.83736461E+00 1.23456257460678009E-01 7.81407974357657838E-04 -5.20451896919811030E-02 9.00528207505254429E-05 1.27507619386248085E-04 6.40702639485834835E-01
1.86932866E+00 1.23427369726401504E-01 7.92000672148830795E-04 -5.17479579251900468E-02 9.09321962232812110E-05 1.30686387169909226E-04 6.43618428101188411E-01
1.90131136E+00 1.23398109376517295E-01 8.02875742525855350E-04 -5.13370405122753545E-02 9.18256884558404278E-05 1.33970290167335004E-04 6.46595732030946224E-01
1.93331107E+00 1.23368469136643510E-01 8.14036955264125692E-04 -5.08121554296359981E-02 9.27330174228369850E-05 1.37362056310500700E-04 6.49634459748110293E-01
1.96532638E+00 1.23338441237999905E-01 8.25487640244360206E-04 -5.01734588003829932E-02 9.36535077016514779E-05 1.40863998228045413E-04 6.52734399798086451E-01
1.99735601E+00 1.23308017412102719E-01 8.37231855367671462E-04 -4.94215432534073698E-02 9.45868239798419773E-05 1.44479167888295670E-04 6.55895223986109221E-01
2.02939894E+00 1.23277188843238850E-01 8.49274351104676271E-04 -4.85574286354409218E-02 9.55328742527676523E-05 1.48211307076208544E-04 6.59116492193596248E-01
2.06145433E+00 1.23245946108568857E-01 8.61620035333336524E-04 -4.75825492337263040E-02 9.64914186083994037E-05 1.52064296933905211E-04 6.62397658768031472E-01
2.09352160E+00 1.23214279135156049E-01 8.74273236062911253E-04 -4.64987379134044615E-02 9.74616463470442262E-05 1.56041403649775977E-04 6.65738080744193828E-01
2.12560042E+00 1.23182177191856354E-01 8.87238437379205599E-04 -4.53082076520294405E-02 9.84427720936851869E-05 1.60145995265963711E-04 6.69137028041253967E-01
2.15769072E+00 1.23149628863451377E-01 9.00536822060102023E-04 -4.40135306614899899E-02 9.94451416838825023E-05 1.64398064003653621E-04 6.72593695613286968E-01
2.18979272E+00 1.23116621268475501E-01 9.14166801063566177E-04 -4.26176141634753217E-02 1.00463161911777880E-04 1.68794748769537174E-04 6.76107216965745272E-01
2.22190693E+00 1.23083140781176603E-01 9.28130215135212046E-04 -4.11236736128455446E-02 1.01492996941792015E-04 1.73336500557190595E-04 6.79676673026102685E-01
2.25403414E+00 1.23049173141400264E-01 9.42433533404399217E-04 -3.95352108233570157E-02 1.02533407767882654E-04 1.78028254159927557E-04 6.83301114175468682E-01
2.28617547E+00 1.23014703294681796E-01 9.57084530150996860E-04 -3.78559851088832375E-02 1.03583194354760422E-04 1.82876082193015959E-04 6.86979578581619510E-01
2.31833234E+00 1.22979715298565398E-01 9.72091788857547441E-04 -3.60899846741413594E-02 1.04641162762694439E-04 1.87886674218081223E-04 6.90711109242365673E-01
2.35050651E+00 1.22944192270940139E-01 9.87475858689786405E-04 -3.42413987581480644E-02 1.05713920381747252E-04 1.93078466281408596E-04 6.94494772333378418E-01
2.38270003E+00 1.22908115706159948E-01 1.00326514741772704E-03 -3.23145943449467746E-02 1.06814414479509495E-04 1.98477520841629039E-04 6.98329676277229083E-01
2.41491528E+00 1.22871464631151409E-01 1.01945545289247250E-03 -3.03140828773705018E-02 1.07930918508021003E-04 2.04077049503075295E-04 7.02214985091479060E-01
2.44715497E+00 1.22834217280986230E-01 1.03605574833226109E-03 -2.82444834574865321E-02 1.09059031691755747E-04 2.09883127487575519E-04 7.06149929465865744E-01
2.47942211E+00 1.22796351015887997E-01 1.05308112763656514E-03 -2.61105231316774156E-02 1.10197827747014827E-04 2.15907607114441827E-04 7.10133841934363352E-01
2.51172002E+00 1.22757841961858100E-01 1.07054998065059877E-03 -2.39170058720331938E-02 1.11347641325629243E-04 2.22165267842915759E-04 7.14166176075018977E-01
2.54405235E+00 1.22718664709002542E-01 1.08848489093174073E-03 -2.16687901590882567E-02 1.12511060724387399E-04 2.28674688048008487E-04 7.18246522177440339E-01
2.57640657E+00 1.22678812422727282E-01 1.10690084035459935E-03 -1.93719190243348445E-02 1.13691652943763259E-04 2.35452385725937337E-04 7.22374622302833225E-01
2.60878576E+00 1.22638258113416707E-01 1.12581779563594481E-03 -1.70314614476618047E-02 1.14889587609105881E-04 2.42514194216857728E-04 7.26548254062125309E-01
2.64119363E+00 1.22596972379838839E-01 1.14525444330120332E-03 -1.46524345917945480E-02 1.16101555831384871E-04 2.49874079397309880E-04 7.30767288307698437E-01
2.67363423E+00 1.22554924058618966E-01 1.16523178306671485E-03 -1.22398142958739711E-02 1.17325711824874237E-04 2.57547799040414840E-04 7.35031826658930854E-01
2.70611187E+00 1.22512080187396455E-01 1.18577448875176747E-03 -9.79853388097304788E-03 1.18564759356808497E-04 2.65554221343635246E-04 7.39342165548690033E-01
2.73863117E+00 1.22468405698526364E-01 1.20690862842763114E-03 -7.33347275979548581E-03 1.19818110776436591E-04 2.73913008843353057E-04 7.43698790498899642E-01
2.77119701E+00 1.22423863331996327E-01 1.22866171942943381E-03 -4.84945855763690287E-03 1.21081823150335453E-04 2.82644632774583843E-04 7.48102358036085713E-01
2.80381455E+00 1.22378413653248044E-01 1.25106506332668286E-03 -2.35120053499633360E-03 1.22357373846342468E-04 2.91772664566042751E-04 7.52553673087555275E-01
2.83648917E+00 1.22332014739043884E-01 1.27415316694868565E-03 1.56590514391440511E-04 1.23647281756384449E-04 3.01323158596157408E-04 7.57053666434786221E-01
2.86922646E+00 1.22284621865829543E-01 1.29796522232067282E-03 2.66935017090211453E-03 1.24954614559682966E-04 3.11326093167839336E-04 7.61603373836740816E-01
2.90203226E+00 1.22236187045232744E-01 1.32255927350427680E-03 5.18257415785356324E-03 1.26291865006309556E-04 3.21829506000787966E-04 7.66203928308009097E-01
2.93491256E+00 1.22186656956110654E-01 1.34799920773687599E-03 7.69182792934432723E-03 1.27673122182704217E-04 3.32886529653890961E-04 7.70856568397918496E-01
2.96785817E+00 1.22135966226718864E-01 1.37427906559868095E-03 1.01948469722362590E-02 1.29073752185993967E-04 3.44487194604371175E-04 7.75562644727550987E-01
3.00086561E+00 1.22084089093517589E-01 1.40143560433797650E-03 1.26805950784739489E-02 1.30497103091462973E-04 3.56660331905779841E-04 7.80321219902946339E-01
3.03394115E+00 1.22030970819856241E-01 1.42951245931684429E-03 1.51478220230819461E-02 1.31937407347440495E-04 3.69436725037610412E-04 7.85132575470377958E-01
3.06709122E+00 1.21976549553287350E-01 1.45855910555184928E-03 1.75925636320916068E-02 1.33392866155953492E-04 3.82852058924788808E-04 7.89998439859091794E-01
3.10032243E+00 1.21920758541597327E-01 1.48862925264138003E-03 2.00109457682974487E-02 1.34863686615043101E-04 3.96945240852413644E-04 7.94920564476960578E-01
3.13364152E+00 1.21863526690422164E-01 1.51977828168336007E-03 2.23991939799158442E-02 1.36347086274968114E-04 4.11755789580331975E-04 7.99900549451845300E-01
3.16705533E+00 1.21804778700947205E-01 1.55206577818028956E-03 2.47536480109193553E-02 1.37840572948732886E-04 4.27326327233208854E-04 8.04939608268185447E-01
3.20057082E+00 1.21744434982487187E-01 1.58555693478268258E-03 2.70707485169488574E-02 1.39343583219821284E-04 4.43703947000983860E-04 8.10038348289757626E-01
3.23419502E+00 1.21682411396093981E-01 1.62032187678550627E-03 2.93470258804046716E-02 1.40856273836779744E-04 4.60939510831908891E-04 8.15196654923316277E-01
3.26793501E+00 1.21618618937563039E-01 1.65643614995430208E-03 3.15791008324472211E-02 1.42380134113488953E-04 4.79088115127391850E-04 8.20413743718420241E-01
3.30178038E+00 1.21552998117372968E-01 1.69396083915247884E-03 3.37625475652121795E-02 1.43916280858068175E-04 4.98198838835150907E-04 8.25688385879811748E-01
3.33572727E+00 1.21485474158095311E-01 1.73296837529896800E-03 3.58935872009846779E-02 1.45465642408604940E-04 5.18328057725729878E-04 8.31016480499530474E-01
3.36978319E+00 1.21415945067641584E-01 1.77355821000125678E-03 3.79693249868586283E-02 1.47033448405401595E-04 5.39552072874326799E-04 8.36395165747867209E-01
3.40395570E+00 1.21344302021408001E-01 1.81587086715818209E-03 3.99869450409816238E-02 1.48632626681880511E-04 5.61987130029367927E-04 8.41823886084297812E-01
3.43825236E+00 1.21270426828552963E-01 1.86002706910764278E-03 4.19436929908852743E-02 1.50257469367720548E-04 5.85728701350929576E-04 8.47302688929395753E-01
3.47268076E+00 1.21194192257974287E-01 1.90605037512160246E-03 4.38369878352541723E-02 1.51893495437798620E-04 6.10774158083893866E-04 8.52831956679289904E-01
3.50724845E+00 1.21115469906712167E-01 1.95403860044565236E-03 4.56644123764314847E-02 1.53540701324680890E-04 6.37193706075246864E-04 8.58411891627225310E-01
3.54196142E+00 1.21034131456665459E-01 2.00411158734933306E-03 4.74234852172614046E-02 1.55200082076721834E-04 6.65079332217473535E-04 8.64042042398327492E-01
3.57682083E+00 1.20950055071834636E-01 2.05640781359045077E-03 4.91115919542564131E-02 1.56872417923691380E-04 6.94543815716008352E-04 8.69720777552457025E-01
3.61182825E+00 1.20863112613399271E-01 2.11111249566646626E-03 5.07263038114803347E-02 1.58561367714232966E-04 7.25745892513624067E-04 8.75444989273425955E-01
3.64698258E+00 1.20773175861049922E-01 2.16841230407560518E-03 5.22652319647295069E-02 1.60270038560079807E-04 7.58847410767441105E-04 8.81211556854199163E-01
3.68228662E+00 1.20680099326123821E-01 2.22841895997001735E-03 5.37263408060005832E-02 1.61998158654763782E-04 7.93932761370063473E-04 8.87017555301460425E-01
3.71774375E+00 1.20583730500871955E-01 2.29119950722334867E-03 5.51077544422087437E-02 1.63744177998772442E-04 8.31041249307073820E-04 8.92861920108633744E-01
3.75326537E+00 1.20484177658929964E-01 2.35666265484488040E-03 5.64042666839269374E-02 1.65504611603400621E-04 8.70122786404643636E-04 8.98745225178854246E-01
3.78859029E+00 1.20382091972601774E-01 2.42437248449005067E-03 5.76059116543520128E-02 1.67270289048471996E-04 9.10922656064091498E-04 9.04654275352967163E-01
3.82375324E+00 1.20277320022133413E-01 2.49440969659558238E-03 5.87149669031723012E-02 1.69043564207856258E-04 9.53490538484462946E-04 9.10548054287794395E-01
3.85878399E+00 1.20169711490250561E-01 2.56684361154658558E-03 5.97338935619206937E-02 1.70826384650586563E-04 9.97868129346400189E-04 9.16435002528377840E-01
3.89370769E+00 1.20059122118307174E-01 2.64174795313900073E-03 6.06640416439719124E-02 1.72622926571576696E-04 1.04410499924405113E-03 9.22322849817952872E-01
3.92854527E+00 1.19945415090094584E-01 2.71929179756262183E-03 6.15068335181599285E-02 1.74456793147442687E-04 1.09234965067440720E-03 9.28218742537435304E-01
3.96331382E+00 1.19828460474540072E-01 2.79945820920140045E-03 6.22635284001476080E-02 1.76330153817559425E-04 1.14256824021102452E-03 9.34129543122756312E-01
3.99789105E+00 1.19708621016220165E-01 2.88179540030479098E-03 6.29324184616263660E-02 1.78222400832778362E-04 1.19441660664238152E-03 9.40062069511910292E-01
4.03223320E+00 1.19586033303873504E-01 2.96609167912381590E-03 6.35147676613807138E-02 1.80131196708443005E-04 1.24773073155751146E-03 9.45999812228717207E-01
4.06636874E+00 1.19460587463054005E-01 3.05229490828222254E-03 6.40134321545635931E-02 1.82058741414504657E-04 1.30244414345734132E-03 9.51939693162072387E-01
4.10032144E+00 1.19332184282339923E-01 3.14039307857294720E-03 6.44308451005693589E-02 1.84014605921299521E-04 1.35853429931979183E-03 9.57891116541930487E-01
4.13411109E+00 1.19200732554987823E-01 3.23038942845332855E-03 6.47692469780467711E-02 1.85994981019051403E-04 1.41599744125075534E-03 9.63862687287345254E-01
4.16775417E+00 1.19066145476093566E-01 3.32250784625015214E-03 6.50307778706642331E-02 1.88009589006752953E-04 1.47505376331527019E-03 9.69862129388575189E-01
4.20126464E+00 1.18928334842231614E-01 3.41698124473296949E-03 6.52175465678077049E-02 1.90065051521437673E-04 1.53593555634343269E-03 9.75896191444594052E-01
4.23465459E+00 1.18787209293885143E-01 3.51365448588308524E-03 6.53316013970390297E-02 1.92159156978810391E-04 1.59848942529869733E-03 9.81970571783075341E-01
4.26793501E+00 1.18642680171240619E-01 3.61213079278136298E-03 6.53801942431089245E-02 1.94280033739400396E-04 1.66232139303937386E-03 9.88089972299467156E-01
4.30111638E+00 1.18494664800855409E-01 3.71220358407354546E-03 6.53449137681957060E-02 1.96431637004949714E-04 1.72722797187577952E-03 9.94258340936258311E-01
4.33420929E+00 1.18343080360100952E-01 3.81388272324260100E-03 6.52607490602861995E-02 1.98624542139570867E-04 1.79322284543870962E-03 1.00047916412479232E+00
4.36722498E+00 1.18187834812529660E-01 3.91714019091910122E-03 6.51045752956224411E-02 2.00859960576210190E-04 1.86028362573376267E-03 1.00675563098697252E+00
4.40017580E+00 1.18028825036648369E-01 4.02186403751766605E-03 6.48884599430034348E-02 2.03125249242183659E-04 1.92830612519572344E-03 1.01309062156219065E+00
4.43307556E+00 1.17865937595099987E-01 4.12783626157520265E-03 6.46140246313224864E-02 2.05403955065057312E-04 1.99708241894876485E-03 1.01948668624295036E+00
4.46584872E+00 1.17699529130458225E-01 4.23463330822931080E-03 6.42852976237914819E-02 2.07700357684804986E-04 2.06630621593658801E-03 1.02594596532049120E+00
4.49829990E+00 1.17530652892531493E-01 4.34141941175258863E-03 6.39086351378721218E-02 2.09994253782739150E-04 2.13540871933376279E-03 1.03245195822913249E+00
4.53040686E+00 1.17359531489999419E-01 4.44822179275899694E-03 6.34902226627455657E-02 2.12291140181504755E-04 2.20449779571062340E-03 1.03896229783730409E+00
4.56202012E+00 1.17187112408683194E-01 4.55494399086141168E-03 6.30381256908328080E-02 2.14626688301448648E-04 2.27371820051097771E-03 1.04546679918501040E+00
4.59319609E+00 1.17013230544671776E-01 4.66084579425437868E-03 6.25586852922890707E-02 2.16945351762571996E-04 2.34234061213012138E-03 1.05192751460022227E+00
4.62399503E+00 1.16837689320797730E-01 4.76576425238454254E-03 6.20579602167158004E-02 2.19242043232968989E-04 2.41021167451735451E-03 1.05834616164177842E+00
4.65448000E+00 1.16660262842997797E-01 4.86961977976721905E-03 6.15420700880150162E-02 2.21516550602616179E-04 2.47726218853818988E-03 1.06472450527629925E+00
4.68471579E+00 1.16480696747411669E-01 4.97242503894369456E-03 6.10173467985039783E-02 2.23779457189589802E-04 2.54351781131046013E-03 1.07106431640550803E+00
4.71476789E+00 1.16298710400454586E-01 5.07485044826912549E-03 6.04904560849862730E-02 2.26065478700948413E-04 2.60966579635248845E-03 1.07736745624904184E+00
4.74470162E+00 1.16113990833915853E-01 5.17582414894335232E-03 5.99685051863443550E-02 2.28340049919468162E-04 2.67465699553603780E-03 1.08363606823064273E+00
4.77450713E+00 1.15926705789035314E-01 5.27501026158473316E-03 5.94606720144819842E-02 2.30621057029376365E-04 2.73826452520689210E-03 1.08987258427227895E+00
4.80410591E+00 1.15737470274773074E-01 5.37218373053432053E-03 5.89783436484411366E-02 2.32904923852680587E-04 2.80044471813409388E-03 1.09606503931479793E+00
4.83354300E+00 1.15546145584005472E-01 5.46806862259674713E-03 5.85291374184565213E-02 2.35190837051921838E-04 2.86194551494103801E-03 1.10218781288455969E+00
4.86285866E+00 1.15352570727876400E-01 5.56317495346559440E-03 5.81227187783073598E-02 2.37485190589956747E-04 2.92329822866635837E-03 1.10823961329587206E+00
4.89208964E+00 1.15156565198759997E-01 5.65710625567357548E-03 5.77688280516893207E-02 2.39795299153744993E-04 2.98411910938821369E-03 1.11421505019291334E+00
4.92127024E+00 1.14957943298056253E-01 5.74970819678261112E-03 5.74776941014568388E-02 2.42104603472247229E-04 3.04424750833077367E-03 1.12010463202584232E+00
4.95043322E+00 1.14756520561373615E-01 5.84122585593635415E-03 5.72599238856701873E-02 2.44397866948812799E-04 3.10389967368850496E-03 1.12589646998263748E+00
4.97961032E+00 1.14552110527335091E-01 5.93238343887406584E-03 5.71264810011122628E-02 2.46703837817518513E-04 3.16375015946823235E-03 1.13157934639975499E+00
5.00883256E+00 1.14344508090267152E-01 6.02349491306664910E-03 5.70972703480087176E-02 2.49041597320131972E-04 3.22404702200746645E-03 1.13714725935226957E+00
5.03813025E+00 1.14133489361492840E-01 6.11379934083140005E-03 5.71341831956703322E-02 2.51386743222160283E-04 3.28395282420993785E-03 1.14260329811572015E+00
5.06753269E+00 1.13918834043348044E-01 6.20275870930929972E-03 5.73559753471280659E-02 2.53732592591031153E-04 3.34284774212454750E-03 1.14795969050460922E+00
5.09706780E+00 1.13700330852873177E-01 6.29045857882954643E-03 5.76562760863731233E-02 2.56078174765757228E-04 3.40073865091860281E-03 1.15323524600714533E+00
5.12676168E+00 1.13477781291257379E-01 6.37752872142702439E-03 5.81105968344060586E-02 2.58435195307729897E-04 3.45818995848472081E-03 1.15845445010444359E+00
5.15663823E+00 1.13251000876763153E-01 6.46340105479367537E-03 5.87104182365143223E-02 2.60800639265469658E-04 3.51459373366516366E-03 1.16364738813693402E+00
5.18671880E+00 1.13019840942601646E-01 6.54672199210350712E-03 5.94658445256763604E-02 2.63156436795679175E-04 3.56858634407882132E-03 1.16884571202956411E+00
5.21702220E+00 1.12784212182738403E-01 6.62714313211157889E-03 6.03826259632040466E-02 2.65495380994265032E-04 3.61983756498048198E-03 1.17407561855557474E+00
5.24752915E+00 1.12544369429772251E-01 6.70560767383386776E-03 6.14636167587557097E-02 2.67846920227438328E-04 3.66937530620116154E-03 1.17935294698435378E+00
5.27797900E+00 1.12302526821162665E-01 6.78147787318567410E-03 6.26988498605981770E-02 2.70243614124975734E-04 3.71690476104684147E-03 1.18467946173209149E+00
5.30840253E+00 1.12058641656677643E-01 6.85305851471627262E-03 6.40822347280441823E-02 2.72625734998427382E-04 3.76081748809632167E-03 1.19001211829517484E+00
5.33882725E+00 1.11812731061693954E-01 6.91903872002009625E-03 6.56036415281552043E-02 2.74945664379166554E-04 3.79990309186796146E-03 1.19535432747475179E+00
5.36927748E+00 1.11564873009532731E-01 6.97919647363535924E-03 6.72549844632123472E-02 2.77203752346279360E-04 3.83404281472133051E-03 1.20070633946251681E+00
